,Tweet Body ,Sentiment ,processed_content
176,"A1: Food equity is when all people have access to healthy, nutritious and culturally appropriate foods, regardless of their location, income or demographic. Variety and the ability to make personal food choices are important, too. #SaludTues",Positive,food equity when all people have access nutritious and culturally appropriate regardless their income variety and the ability make personal food choices are
177,"But it is a big problem to buy food we are clearly not producing from neighboring countries. There's always a foolish, lame excuses to push whatever benefits you idiots",Negative,but big problem buy food are clearly not producing from neighboring always lame excuses push whatever benefits you idiots
178,well my dear I'm a student before but now I'm drop out of school because I don't have known one who will  help  me about  my life  and sometimes  even  to have a good food  it's  my problem  because  I lost my father since I was young  so right now I really need help,Positive,well dear student before but now drop out school because have known one who will help about life and sometimes even have good food problem because lost father since was young right now really need help
179,"Nope, I'm just worried that your influence around this matter may give the impression that awareness doesn't work and we should just say STFU to everyone that might not have had time to educate themselves on Anorexia etc.. 

A little immature tbh.. But its twitter and your choice",Neutral,just worried that your influence around this matter may give the impression that awareness work and should just say stfu everyone that might not have had time educate themselves anorexia little immature but its twitter and your choice
180,the anorexia and cocaine girls always look like they have a very specific stink,Negative,the anorexia and cocaine girls always look like they have very specific stink
181,dinner? i hardly know ‘er! (i probably have an eating disorder),Neutral,hardly know probably have eating
182,"“We must look beyond body weight when diagnosing eating disorders"". 38",Neutral,must look beyond body weight when diagnosing eating
183,We can start making our children’s environment safer by getting rid of harmful characterizations surrounding food. 98,Neutral,can start making our environment safer getting rid harmful characterizations surrounding
184,"Body image distress is often seen as a symptom of an eating disorder. However, not every person with an eating disorder has a problematic body image, and many people who do not have eating disorders have poor body image. 8",Neutral,body image distress often seen symptom eating not every person with eating disorder has problematic body and many people who not have eating disorders have poor body
185,"If you struggle with a restrictive eating disorder, you aren't ""vain."" If you suffer from binge eating disorder or bulimia, you aren't just ""lacking willpower."" You are suffering from a mental illness. 12",Neutral,you struggle with restrictive eating you you suffer from binge eating disorder you just you are suffering from mental
186,as much as people have every right to hate edtwt yall don’t have empathy for eating disorders in general cuz you’re just making fun of the mental illness itself and the side effects of anorexia now,Neutral,much people have every right hate edtwt yall have empathy for eating disorders general cuz just making fun the mental illness itself and the side effects anorexia now
187,“edtwt is full of wannarexics” or maybe there are a variety of different eating disorders that dont consist of bullimia and anorexia. And maybe people with eds have different severity levels. idk tho ,Positive,full maybe there are variety different eating disorders that dont consist bullimia and and maybe people with eds have different severity idk tho
188,A6: Increasing funding to federal nutrition programs and simplifying the application process will greatly expand food equity in the U.S. Research and initiatives should focus on ways to lift people out of poverty/food insecurity even once aid stops. #SaludTues,Positive,increasing funding federal nutrition programs and simplifying the application process will greatly expand food equity the research and initiatives should focus ways lift people out insecurity even once aid
